sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp,telegram_id,post_date,,
288,"🇩🇪👀 **Saksamaa lasteaias püüdsid lapsed ukrainlase poissi lämmatada**

Lapse ema ei saanud sündmuse kohta ametlikku teavet.

""Ma viisin oma poja sõjatsoonist välja, loodes turvalisust, kuid selle asemel põrkus ta agressiooniga,""

kirjutas sotsiaalmeedias Irina Moteiko.

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,9299,2026-01-30 13:11:54+00:00,,
289,"Teadlased väidavad, et liha on inimeste toitumise jaoks ülioluline – hoiatage veganite innukuse eest

Ajakirja Animal Frontiers erinumbris paluti kümnetel ekspertidel uurida teadust, mis põhineb väidetel, et lihasöömine põhjustab haigusi ja on planeedile kahjulik. Nad on hoiatanud ühiskonna laialdase tõuke eest taimse toitumise suunas, väites, et vähese liha tarbimisega vaesemad kogukonnad kannatavad sageli elutähtsate toitainete ja valkude puudusest tingitud kängumise, kurnatuse ja aneemia all.

Tuhanded teadlased üle kogu maailma…

https://eestieest.com/teadlased-vaidavad-et-liha-on-inimeste-toitumise-jaoks-ulioluline-hoiatage-veganite-innukuse-eest/",euudised,euudised,1,,Pseudoteadus,,1442,2023-05-09 13:11:39+00:00,,
290,"Ametlikud kaadrid Marsilt.

 Marsi kulgurilt tehtud fotol märgati kärbest.

 Tundub, et Marsil ikkagi on elu.😂",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,4687,2024-02-19 21:34:20+00:00,,
291,"""2023. aasta juunis võtab WHO kasutusele Euroopa Liidu digitaalse COVID-19 sertifitseerimissüsteemi, et luua ülemaailmne süsteem, mis aitab hõlbustada ülemaailmset liikumist ja kaitsta kodanikke kogu maailmas käimasolevate ja tulevaste terviseohtude, sealhulgas pandeemiate eest.""
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2023/06/08/who-ja-el-teatasid-koostoost-ulemaailmse-vaktsiinipasside-susteemi-loomiseks-tulevaste-pandeemiate-tarbeks/",vanglaplaneet,vanglaplaneet,0,,,,371,2023-06-08 10:07:56+00:00,,
292,"Nikolai Kozõrevi elulugu on veelgi hämmastavam kui tema ajateooria

Katkendid Kozyrevi „Valitud teoste“ sissejuhatusest, mille on kirjutanud tema kolleeg A.N. Dadaev (1991).

Sasha Latypova tutvustas hiljuti oma alamkihi lõimes Nikolai Kozõrevi füüsika teooriat. Ta pakkus välja revolutsioonilise teooria ajast kui energiaallikast tähtedes ja kõigis meie maailma kehades.

Järgnevalt esitame Latypova 8. veebruaril avaldatud loo 2. osa, mis keskendub suuresti Kozõrevi eluloole.

Kozõrevi valitud teosed…

https://eestieest.com/nikolai-kozorevi-elulugu-on-veelgi-hammastavam-kui-tema-ajateooria/",euudised,euudised,0,,,,12410,2025-08-06 11:11:05+00:00,,
293,"Austraalia, Suurbritannia allkirjastas lubaduse tegeleda kahjuliku veebisisuga

Kokkuleppe kohaselt tugevdavad mõlemad riigid jõupingutusi veebisisu jälgimiseks, et tagada kahjuliku materjali piiramine.

Austraalia on allkirjastanud Ühendkuningriigiga vastastikuse mõistmise memorandumi, et tugevdada kahe riigi vahelist koostööd veebiohutuse ja -turvalisuse valdkonnas.

Vastastikuse mõistmise memorandum oli esimene omataoline kokkulepe ja hõlmas mitmesuguseid veebiküsimusi, sealhulgas ebaseaduslikku sisu, laste turvalisust, vanuse tagamist, tehnoloogia abil toimuvat soolist vägivalda ja kujunemisjärgus…

https://eestieest.com/austraalia-suurbritannia-allkirjastas-lubaduse-tegeleda-kahjuliku-veebisisuga/",euudised,euudised,0,,,,6354,2024-03-10 16:03:36+00:00,,
294,"EestiEest.com toimetaja vabandus

Tunnistan, et kontrollimata fakt läks pühapäeva saatesse, mis puudutas Helmete väidetavat poolehoidu iisraellastele.

Samas peaks iga poliitik sõja ässitamise asemel otsima lepitust rahvuste vahel, eriti praegu.

Timo Kalausi vabandust saite juba eile lugeda portaalist.

https://eestieest.com/eestieest-com-toimetaja-vabandus/",euudised,euudised,0,,,,4511,2023-10-17 03:00:12+00:00,,
295,"Singapur on lubanud toiduna müüa 16 liiki putukaid.

 Putukate söömise luba järgib toiduohutuse nõudeid, sealhulgas töötlemisprotsesse haigustekitajate hävitamiseks ning ohutu pakendamise ja ladustamise tagamist, et vältida saastumist.",MarkoWatsel,MarkoWatsel,0,,,,1911,2023-04-18 06:01:27+00:00,,
296,"Bill Gates Valges Majas: Vaktsiini miljardär alustab oma teist karjääri – USA täieliku toetusega

Bill Gates istub Valges Majas, tema kõrval on Donald Trump, Melania Trump, Mark Zuckerberg, Tim Cook ja Sam Altman. Ametlikult on teemadeks „innovatsioon”, „tehisintellekt” ja „tervis”. Aga kui tähelepanelikumalt kuulata, siis jääb silma tuttav eesmärk: vaktsineerida kõike ja kõiki – olgu siis süsti, pihustamise või plaastriga.

Tarkvaramiljardärist „tervisevisionääriks“

„Olen ​​oma karjääri teises faasis,“ ütleb Gates…

https://eestieest.com/bill-gates-valges-majas-vaktsiini-miljardar-alustab-oma-teist-karjaari-usa-taieliku-toetusega/",euudised,euudised,3,,Muu,,12731,2025-09-10 15:15:03+00:00,,
297,"🔥**Saatana Kirik Ameerikas on tänanud olümpiamängude korraldajaid ""avatseremoonia"" eest.**

Ülempreester nimetas deemonlikku bakanaaliat ""vabaduse triumfiks Jumala üle"".

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDe fense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,4267,2024-08-06 12:01:01+00:00,,
298,"🤦🏻‍♂️ ⚡️**Poolas rüvetati volynski veresauna ohvrite Monument**

⚡️Monumendil, mis oli pühendatud tuhandetele POOLALASTELE, kes UPA võitlejad tapsid, kandsid tundmatud punase-musta lipu ja loosungi ""Upa au"".

⚡️Tsiviilisikuid tapnud karistajate sümboolika uhkeldab nüüd nende ohvrite mälestuspaigas. Poolas nimetati seda juba jumalateotuseks ja sülitamiseks [ajaloo näkku.](https://t.me/NSDVKieve)

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,4,,Vene,,7483,2025-08-11 09:04:32+00:00,,
299,"Varro Vooglaiu teade: homme kel on võimalik, tulge 9st Toompeale!

Kel jaksu ja võimalust on, võiks tulla homme (st esmaspäeva) hommikul alates kella 9-st Toompea lossi ette “tervitama” sinna saabuvaid koalitsioonisaadikuid, kes asuvad kell 10 algaval ja ilmselt kauem kui ööpäeva vältaval erakorralisel istungil kokku kaheksa usaldusküsimusega seotud eelnõu seas läbi rammima ka abielu väärastamise seadust. Neile inimestele tuleb rahumeelselt, aga selgelt teada anda, mida…

https://eestieest.com/varro-vooglaiu-teade-homme-kel-on-voimalik-tulge-9st-toompeale/",euudised,euudised,1,,Parem-konservatiivne,,2207,2023-06-18 10:56:51+00:00,,
300,"Kas elu ilma valuta on võimalik? Või on valu meie paratamatu kaaslane? Kui paljud teadvustavad, et suures osas põhjustatakse kogetavat valu iseendale… ise? Ja kuidas seda lõpetada? Kõikidele nendele küsimustele vastame tänases saates läbi Eckhart Tolle raamatu “Siin ja praegu: kohaloleku harjutused”.
Osa vaimseid õpetusi räägib, et valu on illusioon – ja see on õige. Küsimus on selles, kas see kehtib ka sinu puhul? https://www.telegram.ee/vaimsus/podcast-imede-hommik-telegramiga-38-kuidas-vabaneda-valust",eestitelegram,eestitelegram,1,,,,2238,2023-11-17 07:15:49+00:00,,
301,"Endine Ameerika Ühendriikide mereväe luureohvitser ja ÜRO erikomisjoni relvainspektor Scott Ritter rääkis Infowarsile antud intervjuus Wagneri juhi Jevgeni Prigožini poolt korraldatud mässu tagamaadest ning selle seotusest USA ja Briti luureteenistustega. Ritter selgitas, milline on hetkeolukord Vene-Ukraina konfliktis nii sõjalises kui ka poliitilises valguses ning millised on võimalikud ohud ja järgnevad sündmused, mida me ilmselt nägema hakkame.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2023/06/28/video-scott-ritter-usa-ja-briti-luureteenistused-teadsid-prigozini-massu-plaanidest-juba-nadalaid-varem/",vanglaplaneet,vanglaplaneet,2,,Vene,,385,2023-06-28 08:36:36+00:00,,
302,"Kuidas inimesed Ameerikas, Euroopas ja Aasias ringi liiguvad

See graafik toobvisuaalse kapitalisti Pallavi Rao kauduesile erinevate transpordiliikide populaarsuse Ameerikas, Euroopas ja Aasias, arvutatuna modaalse osakaalu järgi.

Selle artikli ja visualiseerimise andmed pärinevad Rafael Prieto-Curieli (Complexity Science Hub) ja Juan P. Ospina (EAFIT Ülikool) uurimistööst “The ABC of Mobility”, millele pääseb juurde ScienceDirecti kaudu.

Autorid kogusid oma transpordiliikide jagamise andmed reisiuuringute kaudu, mis keskendusid…

https://eestieest.com/kuidas-inimesed-ameerikas-euroopas-ja-aasias-ringi-liiguvad/",euudised,euudised,0,,,,8243,2024-07-25 05:12:04+00:00,,
303,"🇷🇺☄️🇺🇦 **Droonide lahing! Vene droonioperaatorid relvastavad droonid pulkadega.**

Videos tulistas Vene droon kepiga alla Ukraina drooni ""Baba Yaga"".

Põhimõte on lihtne: kepi külge seotakse kamikaze-droon ja rammitakse sellega vaenlase pihta. Operaatori oskuse näitajaks on kepi sisestamine otse propelleri sisse.

@wargonzo

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,2,,Vene,,5451,2024-12-19 11:35:07+00:00,,
304,"“Viirusel on kolm genoomset piirkonda, millel on sünteetilise bioloogia märgid – see on funktsiooni võimendamine ,” selgitas Quay, lisades: “Ühes piirkonnas on kaks keelatud funktsiooni võimendamise tüüpi, mida kasutatakse biorelvade tootmisel: asümptomaatiline edasikandumine ja immuunsüsteemist kõrvalehoidumine.”
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2022/08/05/rand-paul-kongressi-liikmetele-ei-anta-infot-ulisalajase-funktsiooni-voimendamise-uuringute-komisjoni-kohta/",vanglaplaneet,vanglaplaneet,3,,Pseudoteadus,,93,2022-08-05 09:56:37+00:00,,
305,"60ndatel olid Ameerika Ühendriigid keset sotsiaalset rassikriisi. Vahetult pärast Martin Luther King Jr.-i mõrva viis professor Jane Elliott läbi eksperimendi, et näidata õpilastele, mis on rassiline diskrimineerimine. Idee oli lihtne, kuid sügav. Ta tahtis, et õpilased kogeksid, kuidas meelevaldselt määratud erinevus võib neid eraldada ja üksteise vastu üles õhutada. 
Tulemus vapustas ka õpilasi endid.

Kas olete mõelnud, kuidas vaktsiinipassita inimeste diskrimineerimine sarnanes rassismile? Või fakt, et sildistamine on aina enam normaliseerunud ja ""uhuu-inimeste"" üle nalja heitmist (ja nende vaigistamisele üles kutsumist) lubavad endale isegi n-ö lugupeetud ja haritud arvamusliidrid?

https://www.telegram.ee/teadus-ja-tulevik/diskrimineerimine-uhiskonnas-jane-elliotti-eksperiment",eestitelegram,eestitelegram,2,,Pseudoteadus,,3528,2025-03-06 16:27:13+00:00,,
306,"Üks pank küsib: “Kas keskpank võiks kuskil krüptovarasid osta?”

Ehitame (tariifi)müüri…

Toornafta hinnad tõusid reede õhtul pärast uudist, et OPEC+ ja Venemaa pikendavad tootmiskärpeid selle aasta juunini. Brent sulgus 2% kõrgemal tasemel 83,55 dollarit/bbl, mis tähendab, et hinnad on nüüd aasta algusest tõusnud rohkem kui 6 dollarit/bbl. Kuld tabas reede õhtul ka pakkumise, et lõpetada nädal hinnaga 2,082 dollarit untsi kohta. See järgnes oodatust…

https://eestieest.com/uks-pank-kusib-kas-keskpank-voiks-kuskil-kruptovarasid-osta/",euudised,euudised,0,,,,6263,2024-03-05 11:00:43+00:00,,
307,"Florida kirurg hoiatab, et COVID-19 vaktsiin on ""antikristuse toode"" ja kinnitab, et see muudab DNA-d/inimkonda jäädavalt.

Dr Ladapo nimetab seda Antikristuse tooteks/vaktsiiniks ohtlike mõjude tõttu tulevasele viljakusele ja vaktsiinidest tulenevatele DNA mutatsioonidele/haigustele.  Mitte ainult see, vaid sellega on seotud ka vaimsed tagajärjed.  Ta teab, et see on Jumala püha loomingu jaoks jälkus.

Sellele uudisele lisaks juurde vana video kus Stefan Oelrich ütleb otse, et covidi vaktsiin on geeniteraapia toode. 
Huvitav kuidas lükkaksid selle ümber teadmiste tehisintellekti staatusse jõudnud faktikon-trollid päevalehest.",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,4552,2024-02-01 23:23:44+00:00,,
308,"BIDOON JA ARMID

Suhtlusvõrgustike ja meedia tavakasutajad hakkasid aktiivselt arutama dementse Bideni  käte kateetrite armide üle. Küsimus mille otsas vana istub? Enim arvatakse tegu olevat adrenohroomiga. Pealtnägijate väitel olla ka Vale-Putinil sarnaseid arme nähtud kui ta Rjazanit külastas.",MarkoWatsel,MarkoWatsel,3,,Muu,,663,2022-11-04 20:40:04+00:00,,
309,"Seymour Hersh: „Kuni elamiskõlbmatuks”

Iisraeli sõda Hamasi hävitamiseks on hävitanud Gaza enda,
Seymour Hersh

Mõni nädal tagasi avaldas Gaza valitsuse meediabüroo avalduse, milles öeldi, et Iisraeli kaitseväed kontrollivad nüüd üle 77 protsendi Gaza sektori territooriumist, millest suur osa on Iisraeli õhujõudude jätkuvate rünnakute tõttu kahtlustatavatele Hamasi positsioonidele varemetes. Paljud teadaolevad Hamasi juhid 7. oktoobri 2023. aasta üllatusrünnaku ajal Iisraelile…

https://eestieest.com/seymour-hersh-kuni-elamiskolbmatuks/",euudised,euudised,0,,,,11873,2025-06-18 05:41:10+00:00,,
310,"Venemaa eksportis 2023. aastal rekordkoguse teravilja - 65 miljonit tonni 👏

Enne seda oli kõrgeim näitaja 2018. aastal - 54,8 miljonit tonni. Peamine Venemaa teravilja ostja oli Türgi, see riik ostis umbes 11 miljonit tonni, aktiivselt ka Egiptus, Iraan, Saudi Araabia, Kasahstan, Bangladesh, Alžeeria ja Pakistan ostis toorainet, Iisrael.

Selliste näitajatega saavutas Venemaa teraviljamüüjate edetabelis teise koha, USA püsib minimaalse eelisega - ca 71 miljonit tonni. Teravili.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,1,,Vene,,2491,2024-03-01 04:55:50+00:00,,
311,"⚠️**Donald Trump ütleb, et Taiwan peaks maksma USA-le Hiina vastu kaitsmise eest.**

""Teate, me ei ole midagi muud kui kindlustusselts. Taiwan ei anna meile midagi, nad võtsid kõik meie žetoonid. 

Nad on uskumatult rikkad,"" ütles USA presidendikandidaat.

""See avaldus seab kahtluse alla Washingtoni toetuse saarte demokraatiale, kui ta novembris toimuvatel presidendivalimistel Valge Maja tagasi saab,"" kirjutab The Guardian.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,0,,,,4060,2024-07-19 13:59:01+00:00,,
312,Internetti ilmusid videod kummalistest helendavatest objektidest Maroko kohal taevas enne maavärinat,MarkoWatsel,MarkoWatsel,1,,Pseudoteadus,,3482,2023-09-10 18:07:33+00:00,,
313,"Goldman: kas Ethereumist on saanud deflatsiooniline vara?

Pärast Mt.Goxi osaluste kolimisega seotud võltsuudiste kiiret langust üleeelmisel nädalal on Ethereum ületanud ja kustutanud kõik need kahjud (ja üle 1950 dollari), kuna pangandussektori kaos võimaldab detsentraliseeritud finantssüsteemidel näidata oma läbipaistvust ja vastupidavust võrreldes traditsiooniliste turgudega.

Allikas: Bloomberg

Ethereumi suhteline jõudlus bitcoini suhtes on viimastel nädalatel Shapella suure uuenduse tõttu olnud kõikuv, kuid ETH on…

https://eestieest.com/goldman-kas-ethereumist-on-saanud-deflatsiooniline-vara/",euudised,euudised,0,,,,1547,2023-05-12 07:12:03+00:00,,
314,"Viimastel kuudel on Saksamaa kliimaaktivistide seas muutunud üha populaarsemaks end kõnniteede külge kleepida ja sageli tuleb võimudel neid sealt puuride, meislite ja muude tööriistadega vabastada.
---
📣 AITA INFORMATSIOONIL LEVIDA JA JAGA SEDA ARTIKLIT!

https://vanglaplaneet.ee/blog/2023/07/14/idiootidest-kliimaaktivistid-kes-end-tee-kulge-liimisid-voivad-oma-katest-lima-jaada/",vanglaplaneet,vanglaplaneet,0,,,,398,2023-07-14 12:07:15+00:00,,
315,"Miljon Texase elanikku ilma võimuta, kui torm kukutab ülekandetornid

Võimsad tormid rebisid neljapäeva õhtul läbi Texase idaosa, hävitades ülekandetornid ja paisates pimedusse üle miljoni elaniku.

“Üle Houstoni metroopiirkonna liikuvad tugevad äikesetormid on varem tekitanud kahjulikke tuuli! See hävitav torm sisaldab tuulepuhanguid kuni 80 MPH! Tornaado on võimalik!” kirjutas Houstoni riiklik ilmateenistus X-ile.

X kasutajad jagasid šokeerivaid kaadreid tormi poolt kukutatud ülekandetornidest.

poweroutage.us sõnul on…

https://eestieest.com/miljon-texase-elanikku-ilma-voimuta-kui-torm-kukutab-ulekandetornid/",euudised,euudised,0,,,,7369,2024-05-17 09:08:07+00:00,,
316,"Kohtunik lükkab tagasi Trumpi taotluse lükata edasi presidendi puutumatusel põhinev “hush money” kohtuasi

Autor Catherine Yang kaudu Epoch Times,

New Yorgi ülemkohtu kohtunik Juan Merchan lükkas 3. aprillil tagasi endise presidendi Donald Trumpi viimase taotluse lükata edasi tema eelseisev kohtuprotsess, tuginedes presidendi puutumatuse kaitsele, mida USA ülemkohus arutab 10 päeva pärast Manhattani kohtuprotsessi algust.
“Kostja taotlus EITATAKSE tervikuna kui enneaegne,” kirjutas kohtunik.

“Kohus keeldub kaalumast, kas presidendi puutumatuse…

https://eestieest.com/kohtunik-lukkab-tagasi-trumpi-taotluse-lukata-edasi-presidendi-puutumatusel-pohinev-hush-money-kohtuasi/",euudised,euudised,0,,,,6775,2024-04-04 15:38:59+00:00,,
317,"Kirjutan לימור פרירא arsti aruannet:
 «Pärast raskete autoimmuunhaiguste puhanguid on Iisraelis Schneideris haiglaravil lugematu arv lapsi.
 Sain pärast haiglasse sattumist teada, et sõbra tütar sai vaktsiini ja ühel hommikul ärkas ta üles ja ütles, et ei näe.
 Ta lubati Schneiderisse ja tal diagnoositi hulgiskleroos, sealhulgas see, mis leiti aju MRT-ga kinnitatuna – aju valge ja halli aine puudutamine.
 Ema ütles, et tütrele diagnoosi pannud arst ütles talle otse.  ""

 Laste ajud sulavad covidi vaktsiinidest.",MarkoWatsel,MarkoWatsel,3,,Pseudoteadus,,356,2022-06-23 07:06:37+00:00,,
318,"Jaak Madison > Kui liikmesriik ei soovi võtta migrante vastu, tuleb maksta 20 000€ migrandi kohta!

Eile toimus Luksemburgis Euroopa Liidu siseministrite nõukogu, kus lepiti kokku migratsioonipaktis, millega nõustutakse migrantide ümberjagamisega ja kui liikmesriik ei soovi võtta migrante vastu, tuleb maksta 20 000€ migrandi kohta. Näiteks kui Eestit kohustataks võtma 500 migranti Itaaliast või Hispaaniast ja Eesti keelduks, siis peab Eesti maksma toredad 10 miljonit eurot.

Loomulikult on Eesti valitsus koos…

https://eestieest.com/jaak-madison-kui-liikmesriik-ei-soovi-votta-migrante-vastu-tuleb-maksta-20-000e-migrandi-kohta/",euudised,euudised,1,,Parem-konservatiivne,,2069,2023-06-09 15:18:14+00:00,,
319,Markus Järvi kõne 3. veebruari meeleavaldusel: https://www.telegram.ee/eesti/markus-jarvi-lisaks-piirangute-lopetamisele-tuleb-diktaatorid-vastutusele-votta,eestitelegram,eestitelegram,2,,Parem-konservatiivne,,522,2022-02-06 17:38:26+00:00,,
320,Süüdi on need kes ei vaktsineeri? https://www.telegram.ee/maailm/ligi-100-vaktsineeritud-iiri-linnast-sai-riigi-suurim-koroonakolle,eestitelegram,eestitelegram,2,,Pseudoteadus,,425,2021-10-20 12:18:32+00:00,,
