sample nr,Text,Username,Channel,Propa,Sildistaja,Tüüp,Muu tüüp
276,"Milleni nanoosakesed organismi viivad!

 Nanoosakesi puistatakse meile chemtrailidest pähe, süstitakse koos vaktsiiniga ja lisatakse toitudele, et inimesi igal võimalikul viisil kahjustada!",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
277,"Majanduslanguse näitajad ütlevad, et Fed murdis midagi

Autor Lance Roberts RealInvestmentAdvice.com kaudu,

Majanduslangus näitab valju helinat.

Siiski keskendub Fed endiselt oma inflatsioonivõitlusele, nagu Jerome Powell pärast eelmise nädala FOMC koosolekut korduvalt märkis. Oma pressikonverentsil tegi ta konkreetselt kaks kriitilist kommentaari. Esimene oli see, et inflatsioon on endiselt liiga kõrge ja ületab oluliselt Fedi kahe protsendi eesmärki. Teine oli see, et pangakriis karmistab…

https://eestieest.com/majanduslanguse-naitajad-utlevad-et-fed-murdis-midagi/",euudised,euudised,ei ole propa,,,
278,"Kas New Yorgis pritsitakse tänavaid ja maju pestitsiididega?  Pritsiga spetsiaalne sõiduk sõidab mööda metropoli ringi, kaasas mendid.  Kõlarid paluvad inimestel selle imekorteeži eest põgeneda ja oma korterite aknad sulgeda.",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
279,"Iisraeli uus vaenlane.

„Türgi on uus Iraan. Erdogan on kaval ja ohtlik ning ta püüab Iisraeli piiramisrõngasse võtta,“ ütles Iisraeli endine peaminister Naftali Bennett.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
280,"Kolm GOP esindajat tutvustavad dollari väärtuse stabiliseerimiseks Gold Standard Billi (Kullastandardi arvet)

Esitanud Headline USA (rõhutus meie oma),

Ajal, mil Ameerika seisab silmitsi inflatsiooni ja pankade maksejõuetuse kahe ohuga, esitasid kolm USA kongresmeni pöördelise ja usaldusväärse rahaarve, mis võimaldaks Föderaalreservi dollaritel esimest korda enam kui poole sajandi jooksul stabiilsele alusele saada.
esindaja Alex Mooney (R-WV)

Rep. Alex Mooney, RW.Va., kellega liitusid esindajad Andy Biggs ja Paul Gosar,…

https://eestieest.com/kolm-gop-esindajat-tutvustavad-dollari-vaartuse-stabiliseerimiseks-gold-standard-billi-kullastandardi-arvet/",euudised,euudised,propa,,Parem-konservatiivne,
281,"Globalismi kaitsjad

„Globalism”, „globalistlik” plaan maailma ümber korraldada ja kukutada, on Ameerika Ühendriikides rängalt lüüa saanud. Sest ameeriklastel on Donald. J. Trump valiti presidendiks oma kampaaniaplatvormiga, mille eesmärk oli tõrjuda tagasi “süvariiki” ja vabastada Ameerika globalismi küüsist.

Mida mõeldakse sõna “globalism” all? Noh, globalismi võib mõista kui ideede raamistikku, ideoloogiat. Tema sõnul ei tohiks planeedi inimesed oma…

https://eestieest.com/globalismi-kaitsjad/",euudised,euudised,propa,,Parem-konservatiivne,
282,"💥🥇**Nobeli rahuauhinna laureaat kutsub pommitama oma kodumaad...
**
Donald Trumpilt ""2025. aasta peamise rahutuvi"" tiitli ära võtnud (Nobeli komitee versiooni kohaselt) María Corina Machado nõuab temalt oma kodumaa pommitamist.

⚡️ Ta usub, et ""ainult sõjaoperatsioon suudab Maduro kukutada."" Ja seetõttu kutsub ta oma hiljutist vastast pommitusi alustama.

⚡️**Ma olen lihtsalt jahmunud ""kaadrite"" valikust ""Nobeli klounide"" nominentide seas.**

@yurasumy

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
283,"Suurbritannia peaminister Keir Starmer ja Londoni linnapea Sadiq Khan kiidavad moslemeid ""uskumatu panuse eest, mida nad on andnud ja annavad Briti ühiskonda ja kultuuri"" ning kordavad veel kord, et Inglismaal on probleemiks islamofoobia.",MarkoWatsel,MarkoWatsel,propa,,Parem-konservatiivne,
284,"Iisrael muudkui paugutab.

Iisrael ründas Süüria presidendipaleed ja peastaabi hoonet Damaskuses.
Netanyahu avaldus Iisraeli rünnakute kohta
Ta nimetas olukorda Süüria As-Suwaydas väga tõsiseks ja väljendas soovi ""päästa meie druuside vennad"". Pöördudes druuside kogukonna Iisraeli kodanike poole, palus ta neil mitte ületada piiri, jääda koju ja ""lubada"" Iisraeli armeel tegutseda.
Samal ajal valmistub Iisraeli armee Süüria eskaleerumise valguses kahe diviisi üleviimiseks Golani kõrgendikele.

Iisraeli kaitseminister Israel Katz ütles, et hoiatused Damaskusele on läbi - nüüd tulevad valusad rünnakud. Ta lisas ka, et IDF jätkab jõuga tegutsemist As-Suwayda piirkonnas, kuni druuse rünnanud väed on täielikult hävitatud ja kuni nad täielikult taanduvad.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
285,"Proud Boysi liige lõhkus Kapitooliumis klaasakna: 10 aastat vangistust

🇺🇸

Must mees vägistas kaks puberteediealist tüdrukut: 180 päeva vangistust.

Ameerika kohtusüsteem 2023.aastal.

https://eestieest.com/proud-boysi-liige-lohkus-kapitooliumis-klaasakna-10-aastat-vangistust/",euudised,euudised,propa,,Parem-konservatiivne,
286,"AJUPESTUTE TARKUSETERAD 

""Lapsed on väga armsad, kuid mitte keskkonnasõbralikud""

 Ajalehest TIMES: ""Ühe lapse vähem omamine teeb planeedile rohkem kui lihast või autost loobumine""

 Küsitluses ""Mis on Maa jaoks parim?""  Esikohal oli “lapsetus”, kuna see vähendab süsinikdioksiidi heitkoguseid atmosfääri 58 ja pool tonni aastas.  Ja järgnevad keeldumine lennureisidest ja autodest, pesemisest külmas vees jne.",MarkoWatsel,MarkoWatsel,propa,,Parem-konservatiivne,
287,"Slushy süsteemid võtavad kasutusele digitaalse passi juurdepääsuks sotsiaalsetele võrgustikele

 Sotsiaalmeedia kasutamiseks peavad austraallased oma identiteedi kontrollimiseks läbima mitu identifitseerimise kontrollpunkti.

 Lisaks saab politsei ligipääsu kõikidele kontodele, sealhulgas privaatsõnumitele.

 Kõik läheb multipassi
 ja täieliku kontrolli alla.
 Korben Dallas pole enam väljamõeldis.",MarkoWatsel,MarkoWatsel,propa,,Parem-konservatiivne,
288,"Tulekahjud Californias: õnnetus või uue relva katsetamine?

 Internetis arutletakse üha enam teooria üle, et Californias võis ulatuslikke tulekahjusid põhjustada uut tüüpi relvade – Direct Energy Weapons (DEW) –, suunatud energiarelvade kasutamine.  Sellele viitavad kummalised ja seletamatud nähtused, mis on jäädvustatud sündmuskohalt fotodele ja videotele:  

 ● Autode klaasid on täielikult sulanud, kuigi tavalise tulekahju temperatuur ei ole selleks piisavalt kõrge.  
 ● Alumiinium voolab sõna otseses mõttes mööda teed, mis on samuti väljaspool loomulikku stsenaariumi.  
 ● Puud olid kohati seestpoolt söestunud, mis on loodusliku tulekahju puhul äärmiselt ebatavaline.  
 ● Puithooned põlesid maani maha, kuid piirkondades, kus asus metall, nägi hävimine eriti kummaline välja.  

 Kõik need anomaaliad panevad mõtlema: mis täpselt toimub?  Laiaulatuslik looduskatastroof või tehnoloogiate test, mida eelistatakse saladuses hoida?",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
289,"Corbetti raport: Trump teeb Ukraina jälle suureks (ja Epstein on VALE!!!) – New World Next Week

Trump, krüptovaluutad ja eskaleerumine Ukrainas: kriitiline pilk praegusele maailmaolukorrale

James Corbetti (CorbettReport.com) ja James Evan Pilato (MediaMonarchy.com) juhitava iganädalase uudisteprogrammi New World Next Week viimases osas käsitleti kolme põhiteemat: krüptovaluuta seadusandluse ebaõnnestunud hääletus Ameerika Ühendriikides, president Trumpi uued relvamüügilepingud Ukrainale ja automatiseeritud tehnoloogia kasutuselevõtt pesapallis. See artikkel analüüsib transkriptsioonis sisalduvat teavet ja uurib nende arengute…

https://eestieest.com/corbetti-raport-trump-teeb-ukraina-jalle-suureks-ja-epstein-on-vale-new-world-next-week/",euudised,euudised,propa,,Muu,
290,"Netanyahu sõnul seisab Iisrael vajadusel “üksi”, kuna Biden ähvardab relvatarneid peatada

“Kui nad lähevad Rafahisse, siis ma ei tarni relvi,” ütles president Biden.

Iisraeli peaminister Benjamin Netanyahu lubas, et tema riik võitleb üksi ja vajaduse korral “hamba ja naelaga” pärast seda, kui president Joe Biden ähvardas lõpetada Iisraeli vägede varustamise teatud relvadega, kui nad võtavad sihikule tihedad asustuskeskused Lõuna-Gaza linnas Rafahis.

Hr Netanyahu on seadnud Iisraeli…

https://eestieest.com/netanyahu-sonul-seisab-iisrael-vajadusel-uksi-kuna-biden-ahvardab-relvatarneid-peatada/",euudised,euudised,ei ole propa,,,
291,"MEIE AJA LOOD-Tallinna ajaloo veriseim paik?

Vaatleme Tallinna ajaloo üht paika, kus esimese nõukogude okupatsiooni ajal (1941) toimusid verdtarretavad sündmused. Kas Tallinna kõige verisem koht? Eesti Vabariigi perioodil oli Pirita-Kose Tallinna maaliline ja rahulik piirkond. 1790. a oli kaupmeeste suguselts Kochid rajanud tänapäeva Pirita-Kose piirkonda uhke suvemõisa, mille Eesti vabariigi ajal omandas Eesti suurima panga omanik Klaus Scheel. Nõukogude okupatsioon pööras…

https://eestieest.com/meie-aja-lood-tallinna-ajaloo-veriseim-paik/",euudised,euudised,ei ole propa,,,
292,"🇱🇹🙅‍♂️ **Leedu sulgeb siiski täielikult piiri Valgevenega. Peamine küsimus jääb ebaselgeks: kas Kaliningradi tranzit lõpetatakse.
**
Leedu peaminister Ingrida Šimonytte teatas ettevalmistatavas otsuses sulgeda piiripunktid ""Medininkai"" ja ""Šalčininkai"" Valgevene piiril. Otsus võetakse vastu kolmapäeval vastuseks jätkuvatele ilmapallide intsidentidele.

""Oleme juba ette valmistanud otsuse piiri sulgemiseks Valgevenega määramata ajaks,""
- teatas peaminister esmaspäeval.

Samas kehtivad piiratud erandid: diplomaatilise posti läbipääs on lubatud, Leedu ja ELi kodanikud saavad Valgevenest naasta. Kogu muu liiklus peatatakse täielikult.

❗️ See samm demonstreerib Vilniuse (kas tõesti Vilniuse?) tõelisi eesmärke. Kui kõrvaldamisel peatatakse ka Kaliningradi tranzit, on see kõige tõsisem väljakutse Liiduriigi ja NATO suhetes alates Ukraina konflikti algusest.

@tenipribaltiki

⚡️ Liituge meiega

❤️ [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)⚡️ [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
293,"West Point vajab lähtestamist

Autor Tony Lentini kaudu RealClearDefense,

Kui ma 60ndate lõpus ja 70ndate alguses West Pointis käisin, tavatsesid kadetid naljatada, et saime “50 000 dollari suuruse hariduse, kühveldasime korraga oma a** niklit”. Ajad on kindlasti muutunud. Täna on riigi teenindusakadeemiate hariduse maksumus tõusnud hinnanguliselt veerand miljoni dollarini kadeti või midshipmani kohta, mida kõike rahastatakse meie maksudollaritest.

Varem…

https://eestieest.com/west-point-vajab-lahtestamist/",euudised,euudised,propa,,Parem-konservatiivne,
294,"EPP KÄRSIN: “Purjus naine on väga kole naine!” – patrullnokad #9

https://eestieest.com/epp-karsin-purjus-naine-on-vaga-kole-naine-patrullnokad-9/",euudised,euudised,ei ole propa,,,
295,"Millal saavad konservatiivid aru, et Elon Musk pole meie liitlane?

Kui tundub, et peaaegu kõik maailma mõjuvõimsad ja tuntud inimesed on globalistlike vasakpoolsete poolel, on arusaadav, et konservatiivid hüppavad kiiresti kõigi nende väärtusi jagava kõrgetasemelise tegelase pardale.

Kuid reaktsioon kuulutada kedagi “meie pooleks” lihtsalt sellepärast, et ta ütles paar korda õiget asja, või tegi ühe hea asja, on ohtlik tegevus ja võib põhjustada konservatiivide lõugade…

https://eestieest.com/millal-saavad-konservatiivid-aru-et-elon-musk-pole-meie-liitlane/",euudised,euudised,ei ole propa,,,
296,"USAs võeti ühelt naiselt vanemlikud õigused ära, sest ta keeldus oma tütre kõnetamisel kasutamast meessoost pronoomenit. Ja edasine vaimne halvenemine viis selleni, et tema tütar viskas end rongi ette.

LGBT-liikumine tuleks võrdsustada kogu maailmas ekstremistidega. Nad teevad psüühikahäiretega inimestest invaliidid.

📣 Liituge meiega

📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
297,"😄 Ukraina Starlink võitis kohtuasja Elon Muski firma vastu

Ukraina IT-ettevõte Starlink [võitis](https://hromadske.ua/ru/posts/ukrainskaya-kompaniya-starlink-vyigrala-sud-protiv-kompanii-ilon-maska) ettevõtja Elon Muskile kuuluva SpaceX-i vastu hagi.

2022. aasta oktoobris esitas SpaceX Starlink LLC vastu hagi, milles nõudis oma tegevuse ennetähtaegset lõpetamist. See juhtus pärast seda, kui SpaceX andis Starlinki kaubamärgi Ukrainas registreerimiseks.

✅ Varem lubas Elon Musk hoida ära Kolmanda maailmasõja Ukraina pärast. Tema Starlinki satelliitsüsteemi kasutavad aktiivselt Ukraina relvajõud.

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
298,"Miski ei ole nii uskumatu, kui peavoolu uudised. Elavaks tõestuseks sellele on dr Marje Oona kommentaar ERR-i teadusuudiste portaalile Novaator, kus lugeja esitas küsimuse: ""Mitu vaktsiini ma endale korraga teha võin?"". Oona vastab muu hulgas, et praktikas on vaktsineerimisega immuunsüsteemi ülekoormamine sisuliselt võimatu ning tema sõnul on välja arvutatud, et teoreetiliselt kannatakse inimese organism korraga välja suurusjärgus 10 000 vaktsiini.

Ja nüüd vaatame näkku reaalsusele. Kui üks ""antivaxxer"" ütleb, et palun loe enne vaktsiini infolehelt kõrvaltoimete kohta või tutvu tuhandete inimeste lugudega vaktsineerimise kõrvaltoimetest, siis ""õigus"" jääb ikka arstile, kes ütleb, et kolm või neli vaktsiini korraga pole mingi probleem või et teoreetiliselt kannataks meie organism neid välja lausa 10 000...

https://www.telegram.ee/toit-ja-tervis/dr-marje-oona-teoreetiliselt-kannataks-inimese-organism-korraga-valja-ca-10-000-vaktsiini",eestitelegram,eestitelegram,propa,,Pseudoteadus,
299,"Äri missugune.

Ainult kuus kuud tagasi pidi Saksamaa ära viskama 132 miljonit ampulli koroonavaktsiini, kuna need ei hõlmanud uusi Covidi variante.  Föderaalne tervishoiuminister Karl Lauterbach (SPD) tellis järgmiseks sügiseks, talveks 15 miljonit uut vaktsiinidoosi.",MarkoWatsel,MarkoWatsel,propa,,Parem-konservatiivne,
300,"Nõudekiri, taotlus – Ravimiametile, 24.09.2024 2.osa

D. Otsitava abi laad

1. Kuulutatakse Covid-19 süstid ja modRNA süstid bioloogilisteks ja tehnoloogilisteks relvadeks, kutsudes Vabariigi Valitsuse peaministrit üles keelama nende jaotamist ning korraldama pädeva õiguskaitseorgani ülesannetest johtuvalt viaalidooside konfiskeerimiseks ja nende sisu kohtuekspertiisi analüüsi tellimiseks.
2. Dr Francis Anthony Boyle, Ameerika Ühendriikide 1972. aasta bioloogiliste relvade konventsiooni siseriiklike rakendusaktide autor, esitas vandetunnistuse Florida…

https://eestieest.com/noudekiri-taotlus-ravimiametile-24-09-2024-2-osa/",euudised,euudised,propa,,Pseudoteadus,
301,"Kordamine on tarkuse ema.

Meeldetuletus sellest kuidas kirjutada allkirja sunduslikes oludes. 
Teadmine ei voola kunagi mööda külge maha.",MarkoWatsel,MarkoWatsel,ei ole propa,,,
302,"Nii kui Prince hakkas keemiatrassidest rääkima, koristati ta lihtsalt ära. Põhjuseks lihtsalt üledoos.",MarkoWatsel,MarkoWatsel,propa,,Pseudoteadus,
303,"„Trump sõi Ursula von der Leyeni hommikusöögiks,“ kommenteeris Ungari peaminister Orbán USA-ELi kaubanduslepingut

Ta nimetas läbirääkimiste tulemust ootuspäraseks, rõhutades, et Trump käitub tugeva ja enesekindla läbirääkijana, samas kui EK juhi positsioon on oluliselt halvem.",MarkoWatsel,MarkoWatsel,propa,,Parem-konservatiivne,
304,"Kliimamuutustega kohanemine kui kamuflaaž: Gates ja Novo Nordisk käivitavad mulla bioinsenerluse

Kliimamuutustega kohanemine kui kamuflaaž: Gates ja Novo Nordisk käivitavad mitme miljardi dollari suuruse mulla bioinsenerluse.

Bill Gates käivitab 1,4 miljardi dollari suuruse mulla bioinseneri algatuse “kliimamuutustega kohanemise” varjus

Gates’i Fondi uusim mitme miljardi dollari suurune investeering on suunatud pinnase enda taastamisele “bioväetiste” abil – õigustuseks ammu diskrediteeritud kliimamuutuste narratiivi.

Jon Fleetwood

Gates’i fond teatas reedel…

https://eestieest.com/kliimamuutustega-kohanemine-kui-kamuflaaz-gates-ja-novo-nordisk-kaivitavad-mulla-bioinsenerluse/",euudised,euudised,propa,,Pseudoteadus,
305,"Lisaks on riikidevaheline digitaalne rahakott sisuliselt seotud rahvastiku liikumist piirata võimaldavate ""vaktsiinipassidega"", ütles EL Komisjoni juht Ursula Gertrud von der Leyen.

https://www.telegram.ee/maailm/kas-el-i-digitaalsed-rahakotid-tulevad-juba-2026-aastal",eestitelegram,eestitelegram,propa,,Parem-konservatiivne,
306,"Venemaa nafta segatakse Singapuris ja seejärel reeksporditakse – Bloomberg

Toornafta ja kütuse voog Aasiasse ja Lähis-Itta on alates konflikti algusest järsult kasvanud, kirjutab Bloomberg. Selle tulemusena on nõudlus naftahoidlates Singapuris oluliselt kasvanud. Vene kütuse tarnimise võimalikest sanktsioonidest möödahiilimiseks kasutati skeemi, et luua ""originaalsed"" naftaklassid, segades Venemaalt ja teistest riikidest pärit kütust.

See ""skeem"" sai võimalikuks tänu sellele, et Singapur ei kehtestanud sanktsioone Venemaa nafta ega naftatoodete impordile. Selle tulemusel teeb Singapur juba raha lääneriikide sanktsioonipoliitikale ja sanktsioonidega liitunud riigid jäävad neist ainult ilma.

✔️Liituge meiega
📱 [InfoDefenseESTONIA
](https://t.me/InfoDefEstonia)📱 [InfoDefense](http://t.me/InfoDefAll)",InfoDefEstonia,InfoDefEstonia,propa,,Vene,
307,"Raeisi sunniitide õpetlastele: ühendatud moslemimaailm on globaalse imperialismi suurim barjäär

Iraani president Ebrahim Raeisi esineb 31. augustil 2023 Teheranis kohtumisel sunniitide usuteadlastega. (Foto president.ir)

Iraani president Ebrahim Raeisi ütleb, et ühtne moslemimaailm on globaalsele imperialismile suurim takistus.

Raeisi märkis neljapäeval, Teheranis toimunud sunniitide usuteadlaste kohtumisel oma kõnes, et keiserlikud jõud peavad ühendatud moslemimaailma ainsaks suurimaks takistuseks oma eesmärkide elluviimisel Teise maailmasõja järgsel ajastul.

Ta lisas,…

https://eestieest.com/raeisi-sunniitide-opetlastele-uhendatud-moslemimaailm-on-globaalse-imperialismi-suurim-barjaar/",euudised,euudised,ei ole propa,,,
